인증구분,건물주용도,건물용도,에너지자립률,지역,건축물명,업체명,제로에너지건축물 인증등급(ZEB),인증일자
예비인증,수련시설,주거용 이외,23.56,경기,태평동 청소년 문화의 집,성남도시개발공사,5, 2023-08-10
예비인증,교육연구시설,주거용 이외,22.42,인천,(가칭)검단6초등학교 신축공사 설계용역,인천광역시교육청,5, 2023-08-10
예비인증,업무시설,주거용 이외,44.48,대전,효동행정복지센터 신축공사,대전광역시동구,4, 2023-08-10
예비인증,수련시설,주거용 이외,79.01,강원,북부권 청소년문화의집,원주시,3, 2023-08-10
본인증,교육연구시설,주거용 이외,74.23,경기,청암 초등학교 증축공사,경기도파주교육지원청,3, 2023-08-10
예비인증,교정 및 군사 시설,주거용 이외,89.64,제주,해군 7전단 기동함대 별관,국방시설본부,2, 2023-08-09
예비인증,교정 및 군사 시설,주거용 이외,85.08,제주,22-해병-0여단 동원생활관,국방시설본부,2, 2023-08-09
예비인증,교정 및 군사 시설,주거용 이외,32.10,인천,종교시설 (성당),국방시설본부,5, 2023-08-09
예비인증,묘지 관련 시설,주거용 이외,106.60,전남,고흥군립 하늘공원 조성사업,고흥군청,1, 2023-08-09
예비인증,교육연구시설,주거용 이외,29.34,경기,초당초 다목적체육관 증축공사,경기도안산교육지원청,5, 2023-08-09
본인증,교육연구시설,주거용 이외,48.85,경기,성남문원중 체육관 및 급식실 ,성남교육지원청,4, 2023-08-08
예비인증,교육연구시설,주거용 이외,40.30,경기,(가칭)양산고 신축공사,김포교육지원청,4, 2023-08-08
예비인증,공장,주거용 이외,20.37,인천,인천남동 혁신성장센터,한국토지주택공사,5, 2023-08-08
본인증,교육연구시설,주거용 이외,122.33,충남,제로에너지빌딩 테스팅랩 (ZEB T-Lab),한국건설생활환경시험연구원,1, 2023-08-08
본인증,문화 및 집회시설,주거용 이외,22.95,대전,중리근린공원 복합문화센터,대전광역시 대덕구청,5, 2023-08-08
본인증,업무시설,주거용 이외,52.46,제주,제주시 건입동 888-5번지 항만근로자 복지센터 (나동),제주특별자치도,4, 2023-08-08
예비인증,교정 및 군사 시설,주거용 이외,33.63,강원,21-국-00부대 설계용역(B068) 22사단,국방시설본부,5, 2023-08-08
예비인증,교육연구시설,주거용 이외,95.08,경기,반월도서관,화성시 지역개발사업소,2, 2023-08-07
본인증,교육연구시설,주거용 이외,29.69,경남,산양삼 특화산업 진흥센터,한국임업진흥원,5, 2023-08-07
예비인증,교육연구시설,주거용 이외,30.29,경남,창녕교육지원청 통합관사,창녕교육지원청,5, 2023-08-07
본인증,운동시설,주거용 이외,30.79,전북,세대통합 놀이문화 과학복합센터,순창군 미생물산업사업소,5, 2023-08-07
예비인증,노유자시설,주거용 이외,82.01,서울,우정경로당,서대문구청 어르신복지과,2, 2023-08-07
예비인증,교정 및 군사 시설,주거용 이외,42.99,충남,전투실험실,국방시설본부,4, 2023-08-04
본인증,문화 및 집회시설,주거용 이외,26.79,경남,한국저작권위원회,한국저작권위원회,5, 2023-08-04
본인증,교정 및 군사 시설,주거용 이외,20.78,경남,통합시험체계용 실험동 신축공사,국방과학연구소,5, 2023-08-04
예비인증,교육연구시설,주거용 이외,26.06,경북,경북소프트웨어고등학교,경상북도교육청,5, 2023-08-04
본인증,교육연구시설,주거용 이외,59.92,강원,원주 그림책 도서관,원주시,4, 2023-08-03
예비인증,교정 및 군사 시설,주거용 이외,61.69,전북,22-국-OO부대 설계용역(B564) 부사관학교 교육생숙소 신축공사,국방시설본부,3, 2023-08-03
예비인증,업무시설,주거용 이외,34.98,대전,대전경찰청 수사동,대전광역시경찰청,5, 2023-08-03
예비인증,교육연구시설,주거용 이외,53.02,충북,충청북도농업기술원 분원,충청북도청,4, 2023-08-03
본인증,의료시설,주거용 이외,39.30,대전,충남권 공공어린이재활병원,대전광역시청,5, 2023-08-03
본인증,업무시설,주거용 이외,44.56,경기,경기도 안산교육지원청 청사 신축공사,경기도안산교육지원청,4, 2023-08-03
예비인증,제1종 근린생활시설,주거용 이외,50.66,충남,칠갑99센터,청양군청,4, 2023-08-03
예비인증,운동시설,주거용 이외,31.80,경기,평내체육문화시설 건립공사,남양주시,5, 2023-08-03
예비인증,교육연구시설,주거용 이외,33.89,서울,서울전자고 급식실 및 체육관 증축,서울특별시강남서초교육지원청,5, 2023-08-03
예비인증,업무시설,주거용 이외,26.19,서울,서울구로경찰서 청사,서울지방경찰청,5, 2023-08-02
예비인증,제1종 근린생활시설,주거용 이외,30.61,경기,군포 당동우체국,경인지방우정청,5, 2023-08-02
예비인증,교육연구시설,주거용 이외,33.72,경기,동탄9고등학교,경기도화성오산교육지원청,5, 2023-08-02
예비인증,교육연구시설,주거용 이외,48.58,경기,(가칭)아곡1초중 교사,경기도용인교육지원청,4, 2023-08-02
예비인증,교육연구시설,주거용 이외,49.42,경기,성남여고 그린스마트미래학교 개축공사 설계용역,성남교육지원청,4, 2023-08-01
예비인증,교육연구시설,주거용 이외,21.45,경기,봉담와우리 복합문화도서관,화성시 지역개발사업소,5, 2023-08-01
예비인증,교육연구시설,주거용 이외,49.55,전북,고창 청소년 자치문화공간 ,고창교육지원청,4, 2023-08-01
예비인증,교육연구시설,주거용 이외,27.28,경기,인계초 그린스마트 미래학교 개축공사 설계용역,경기도수원교육지원청,5, 2023-08-01
예비인증,제1종 근린생활시설,주거용 이외,23.20,전북,도시재생리빙랩스테이션,익산시청,5, 2023-08-01
본인증,문화 및 집회시설,주거용 이외,43.75,경기,정조테마공연장,재단법인 정조인문예술재단,4, 2023-08-01
본인증,노유자시설,주거용 이외,23.63,서울,서울수서경찰서 직장어린이집,경찰청,5, 2023-08-01
예비인증,교정 및 군사 시설,주거용 이외,36.20,인천,백령 00부대 설계용역(C030) 의무시설 신축,국방시설본부,5, 2023-07-31
본인증,업무시설,주거용 이외,140.00,인천,인천권 스마트선박안전지원센터,한국해양교통안전공단,1, 2023-07-31
예비인증,교육연구시설,주거용 이외,40.59,경기,안산 관산초등학교 다목적체육관,경기도안산교육지원청,4, 2023-07-31
예비인증,업무시설,주거용 이외,55.82,경남,한국전력공사 의령지사 사옥,한국전력공사,4, 2023-07-31
본인증,노유자시설,주거용 이외,25.69,경기,경기고양경찰서 직장어린이집,경찰청,5, 2023-07-31
예비인증,교육연구시설,주거용 이외,23.74,충북,오송 국제 K-뷰티스쿨 건립 설계용역,충북경제자유구역청,5, 2023-07-31
본인증,교육연구시설,주거용 이외,27.17,서울,서울은로유치원 신설공사,동작관악교육지원청,5, 2023-07-31
본인증,교육연구시설,주거용 이외,23.57,경남,무동초등학교 교사증축공사,(주)남양종합개발,5, 2023-07-31
예비인증,교육연구시설,주거용 이외,49.30,광주,가칭)용두2초등학교,광주광역시교육청,4, 2023-07-28
예비인증,업무시설,주거용 이외,93.86,전남,함평군 보훈회관,함평군청,2, 2023-07-28
예비인증,교육연구시설,주거용 이외,71.23,충북,시스템반도체 첨단AI 분석플랫폼 구축사업,괴산군청,3, 2023-07-28
예비인증,제1종 근린생활시설,주거용 이외,54.24,전북,익산시 춘포면 기초생활거점,익산시청 농촌활력과,4, 2023-07-27
본인증,제1종 근린생활시설,주거용 이외,200.90,전남,노고단대피소,지리산국립공원전남사무소,1, 2023-07-27
예비인증,노유자시설,주거용 이외,42.12,경기,분당 어린이종합지원센터,성남시청,4, 2023-07-27
예비인증,교육연구시설,주거용 이외,31.50,경기,통일정보자료센터,통일부,5, 2023-07-27
예비인증,교정 및 군사 시설,주거용 이외,44.54,강원,22사단 초도중대 협의이전사업,고성군청,4, 2023-07-27
본인증,제1종 근린생활시설,주거용 이외,134.00,경북,주왕산국립공원 영덕분소,국립공원공단 주왕산국립공원사무소,1, 2023-07-27
예비인증,교육연구시설,주거용 이외,38.12,경기,(가칭)안성특수학교 신축공사,안성교육지원청,5, 2023-07-27
본인증,교육연구시설,주거용 이외,25.16,전남,완도군 해양바이오 공동협력 연구소,완도군청,5, 2023-07-27
본인증,업무시설,주거용 이외,80.93,전남,서남권 스마트선박안전지원센터,한국해양교통안전공단,2, 2023-07-27
예비인증,교육연구시설,주거용 이외,21.62,인천,(가칭)검단7유치원 신축공사,인천광역시교육청,5, 2023-07-27
본인증,관광 휴게시설,주거용 이외,126.60,강원,오대산국립공원 체험학습관,국립공원공단 오대산국립공원사무소,1, 2023-07-27
예비인증,교육연구시설,주거용 이외,20.04,전남,전남대학교 생활관 임대형 민자사업 3차 (BTL),전남미래학사 주식회사,5, 2023-07-27
예비인증,제1종 근린생활시설,주거용 이외,56.66,전북,장수군 어울림센터 및 공유경제활성화센터,장수군,4, 2023-07-26
예비인증,제1종 근린생활시설,주거용 이외,42.30,강원,주문진우체국,강원지방우정청,4, 2023-07-26
예비인증,제1종 근린생활시설,주거용 이외,29.44,전남,담양읍 농촌중심지활성화사업 담빛누리센터 신축공사,담양군,5, 2023-07-26
예비인증,교육연구시설,주거용 이외,33.78,경남,경상국립대학교 ICT융합센터,차세대인재배움터(주),5, 2023-07-26
본인증,업무시설,주거용 이외,34.65,서울,중화 119 안전센터,중화3재정비촉진구역도시환경정비사업,5, 2023-07-25
본인증,교육연구시설,주거용 이외,35.02,경기,진말초 교실 및 식당 증축공사,경기도시흥교육지원청,5, 2023-07-25
본인증,교육연구시설,주거용 이외,60.65,대구,한국뇌연구원 뇌연구실용화센터,대구경북과학기술원,3, 2023-07-25
예비인증,교정 및 군사 시설,주거용 이외,37.33,경남,부교대대 여군생활관(C007),국방시설본부,5, 2023-07-25
예비인증,문화 및 집회시설,주거용 이외,64.04,강원,인제종합운동장,강원도개발공사,3, 2023-07-25
예비인증,교정 및 군사 시설,주거용 이외,72.22,인천,백령 00부대 설계용역(C030) 포병대대 합동사무실 신축,국방시설본부,3, 2023-07-25
예비인증,교육연구시설,주거용 이외,37.39,대구,국립환경과학원 대구권 대기환경연구소,국립환경과학원,5, 2023-07-25
예비인증,교육연구시설,주거용 이외,32.26,경북,아포초등학교,경상북도교육청,5, 2023-07-25
예비인증,교육연구시설,주거용 이외,21.27,경북,불국사초등학교,경상북도교육청,5, 2023-07-25
예비인증,교육연구시설,주거용 이외,26.29,경북,연일초등학교,경상북도교육청,5, 2023-07-25
예비인증,제1종 근린생활시설,주거용 이외,50.29,광주,벚꽃향기 가득한 농성 공동체 마을 건강지원센터,서구청,4, 2023-07-25
본인증,교육연구시설,주거용 이외,54.36,경기,세라믹종합솔루션센터,한국세라믹기술원,4, 2023-07-25
예비인증,운동시설,주거용 이외,24.90,경기,시흥 장곡동 생활체육시설,시흥시청,5, 2023-07-25
예비인증,업무시설,주거용 이외,20.28,서울,대림3동 공공복합청사,영등포구청,5, 2023-07-25
본인증,교정 및 군사 시설,주거용 이외,43.79,부산,작전통제소,국방시설본부,4, 2023-07-24
예비인증,교육연구시설,주거용 이외,36.91,경남,웅상고등학교 다목적강당 및 급식소,경상남도양산교육지원청,5, 2023-07-24
예비인증,교육연구시설,주거용 이외,21.65,경북,경북대학교 상주캠퍼스 창의융합교육관,경북대학교,5, 2023-07-24
예비인증,운동시설,주거용 이외,26.00,부산,21-국-00부대 설계용역(B004) (실내체육관),국방시설본부,5, 2023-07-24
예비인증,제1종 근린생활시설,주거용 이외,65.56,경북,내남소통화합공간,경주시청 도시재생과,3, 2023-07-24
예비인증,교정 및 군사 시설,주거용 이외,68.66,부산,21-국-00부대 설계용역(B004) (통합생활관),국방시설본부,3, 2023-07-24
본인증,교육연구시설,주거용 이외,40.37,경기,시화나래유치원,경기도시흥교육지원청,4, 2023-07-24
본인증,제1종 근린생활시설,주거용 이외,47.64,광주,계림2동 행정복합센터,광주광역시 동구청,4, 2023-07-24
본인증,교육연구시설,주거용 이외,33.95,경기,양평초등학교 증축공사,양평양근리 한라비발디,5, 2023-07-24
예비인증,교육연구시설,주거용 이외,24.39,전남,장성여자중학교 그린스마트 미래학교(동관동),장성교육지원청,5, 2023-07-24
